Region,Codigo region,Poblacion,fecha,numero
Magallanes,12,178362,2021-11-12,1064
Arica y Parinacota,15,252110,2021-11-13,1411
Tarapaca,01,382773,2021-11-13,1704
Antofagasta,02,691854,2021-11-13,2245
Atacama,03,314709,2021-11-13,1967
Coquimbo,04,836096,2021-11-13,2515
Valparaiso,05,1960170,2021-11-13,5617
Metropolitana,13,8125072,2021-11-13,31486
OHiggins,06,991063,2021-11-13,2126
Maule,07,1131939,2021-11-13,3960
Nuble,16,511551,2021-11-13,2289
Biobio,08,1663696,2021-11-13,7275
Araucania,09,1014343,2021-11-13,3074
Los Rios,14,405835,2021-11-13,1920
Los Lagos,10,891440,2021-11-13,4828
Aysen,11,107297,2021-11-13,706
Magallanes,12,178362,2021-11-13,691
Arica y Parinacota,15,252110,2021-11-14,1215
Tarapaca,01,382773,2021-11-14,1462
Antofagasta,02,691854,2021-11-14,3041
Atacama,03,314709,2021-11-14,1588
Coquimbo,04,836096,2021-11-14,2470
Valparaiso,05,1960170,2021-11-14,6727
Metropolitana,13,8125072,2021-11-14,28551
OHiggins,06,991063,2021-11-14,2129
Maule,07,1131939,2021-11-14,4094
Nuble,16,511551,2021-11-14,1603
Biobio,08,1663696,2021-11-14,8004
Araucania,09,1014343,2021-11-14,2843
Los Rios,14,405835,2021-11-14,1953
Los Lagos,10,891440,2021-11-14,4485
Aysen,11,107297,2021-11-14,865
Magallanes,12,178362,2021-11-14,993
Arica y Parinacota,15,252110,2021-11-15,1290
Tarapaca,01,382773,2021-11-15,2791
Antofagasta,02,691854,2021-11-15,3091
Atacama,03,314709,2021-11-15,2426
Coquimbo,04,836096,2021-11-15,2143
Valparaiso,05,1960170,2021-11-15,3709
Metropolitana,13,8125072,2021-11-15,27347
OHiggins,06,991063,2021-11-15,2217
Maule,07,1131939,2021-11-15,4130
Nuble,16,511551,2021-11-15,1721
Biobio,08,1663696,2021-11-15,5921
Araucania,09,1014343,2021-11-15,2990
Los Rios,14,405835,2021-11-15,1153
Los Lagos,10,891440,2021-11-15,3675
Aysen,11,107297,2021-11-15,677
Magallanes,12,178362,2021-11-15,545
Arica y Parinacota,15,252110,2021-11-16,1120
Tarapaca,01,382773,2021-11-16,1917
Antofagasta,02,691854,2021-11-16,2394
Atacama,03,314709,2021-11-16,426
Coquimbo,04,836096,2021-11-16,1621
Valparaiso,05,1960170,2021-11-16,2234
Metropolitana,13,8125072,2021-11-16,20834
OHiggins,06,991063,2021-11-16,1701
Maule,07,1131939,2021-11-16,2548
Nuble,16,511551,2021-11-16,1507
Biobio,08,1663696,2021-11-16,4059
Araucania,09,1014343,2021-11-16,2562
Los Rios,14,405835,2021-11-16,721
Los Lagos,10,891440,2021-11-16,1948
Aysen,11,107297,2021-11-16,498
Magallanes,12,178362,2021-11-16,490
Arica y Parinacota,15,252110,2021-11-17,1179
Tarapaca,01,382773,2021-11-17,2083
Antofagasta,02,691854,2021-11-17,1862
Atacama,03,314709,2021-11-17,1231
Coquimbo,04,836096,2021-11-17,842
Valparaiso,05,1960170,2021-11-17,3321
Metropolitana,13,8125072,2021-11-17,24455
OHiggins,06,991063,2021-11-17,885
Maule,07,1131939,2021-11-17,1507
Nuble,16,511551,2021-11-17,1441
Biobio,08,1663696,2021-11-17,5288
Araucania,09,1014343,2021-11-17,1486
Los Rios,14,405835,2021-11-17,786
Los Lagos,10,891440,2021-11-17,2493
Aysen,11,107297,2021-11-17,789
Magallanes,12,178362,2021-11-17,697
Arica y Parinacota,15,252110,2021-11-18,1477
Tarapaca,01,382773,2021-11-18,2140
Antofagasta,02,691854,2021-11-18,2939
Atacama,03,314709,2021-11-18,2011
Coquimbo,04,836096,2021-11-18,2380
Valparaiso,05,1960170,2021-11-18,5715
Metropolitana,13,8125072,2021-11-18,26995
OHiggins,06,991063,2021-11-18,1788
Maule,07,1131939,2021-11-18,4417
Nuble,16,511551,2021-11-18,1430
Biobio,08,1663696,2021-11-18,8452
Araucania,09,1014343,2021-11-18,2274
Los Rios,14,405835,2021-11-18,1777
Los Lagos,10,891440,2021-11-18,5159
Aysen,11,107297,2021-11-18,723
Magallanes,12,178362,2021-11-18,899
Arica y Parinacota,15,252110,2021-11-19,1298
Tarapaca,01,382773,2021-11-19,1643
Antofagasta,02,691854,2021-11-19,1958
Atacama,03,314709,2021-11-19,2159
Coquimbo,04,836096,2021-11-19,2569
Valparaiso,05,1960170,2021-11-19,5771
Metropolitana,13,8125072,2021-11-19,27588
OHiggins,06,991063,2021-11-19,2920
Maule,07,1131939,2021-11-19,4533
Nuble,16,511551,2021-11-19,1589
Biobio,08,1663696,2021-11-19,8968
Araucania,09,1014343,2021-11-19,2591
Los Rios,14,405835,2021-11-19,2235
Los Lagos,10,891440,2021-11-19,5386
Aysen,11,107297,2021-11-19,877
Magallanes,12,178362,2021-11-19,887
Arica y Parinacota,15,252110,2021-11-20,971
Tarapaca,01,382773,2021-11-20,1479
Antofagasta,02,691854,2021-11-20,2249
Atacama,03,314709,2021-11-20,1599
Coquimbo,04,836096,2021-11-20,2193
Valparaiso,05,1960170,2021-11-20,5834
Metropolitana,13,8125072,2021-11-20,32190
OHiggins,06,991063,2021-11-20,1825
Maule,07,1131939,2021-11-20,4741
Nuble,16,511551,2021-11-20,1805
Biobio,08,1663696,2021-11-20,7828
Araucania,09,1014343,2021-11-20,2952
Los Rios,14,405835,2021-11-20,1873
Los Lagos,10,891440,2021-11-20,4660
Aysen,11,107297,2021-11-20,859
Magallanes,12,178362,2021-11-20,927
Arica y Parinacota,15,252110,2021-11-21,1001
Tarapaca,01,382773,2021-11-21,1667
Antofagasta,02,691854,2021-11-21,2790
Atacama,03,314709,2021-11-21,2147
Coquimbo,04,836096,2021-11-21,2371
Valparaiso,05,1960170,2021-11-21,5249
Metropolitana,13,8125072,2021-11-21,26939
OHiggins,06,991063,2021-11-21,2224
Maule,07,1131939,2021-11-21,4208
Nuble,16,511551,2021-11-21,1508
Biobio,08,1663696,2021-11-21,6582
Araucania,09,1014343,2021-11-21,3464
Los Rios,14,405835,2021-11-21,1841
Los Lagos,10,891440,2021-11-21,4925
Aysen,11,107297,2021-11-21,735
Magallanes,12,178362,2021-11-21,941
Arica y Parinacota,15,252110,2021-11-22,968
Tarapaca,01,382773,2021-11-22,1849
Antofagasta,02,691854,2021-11-22,2966
Atacama,03,314709,2021-11-22,1687
Coquimbo,04,836096,2021-11-22,2452
Valparaiso,05,1960170,2021-11-22,4476
Metropolitana,13,8125072,2021-11-22,24978
OHiggins,06,991063,2021-11-22,2532
Maule,07,1131939,2021-11-22,3948
Nuble,16,511551,2021-11-22,1540
Biobio,08,1663696,2021-11-22,4848
Araucania,09,1014343,2021-11-22,2319
Los Rios,14,405835,2021-11-22,931
Los Lagos,10,891440,2021-11-22,3826
Aysen,11,107297,2021-11-22,816
Magallanes,12,178362,2021-11-22,479
Arica y Parinacota,15,252110,2021-11-23,703
Tarapaca,01,382773,2021-11-23,2012
Antofagasta,02,691854,2021-11-23,2215
Atacama,03,314709,2021-11-23,617
Coquimbo,04,836096,2021-11-23,1178
Valparaiso,05,1960170,2021-11-23,2121
Metropolitana,13,8125072,2021-11-23,15704
OHiggins,06,991063,2021-11-23,1324
Maule,07,1131939,2021-11-23,2391
Nuble,16,511551,2021-11-23,1347
Biobio,08,1663696,2021-11-23,4457
Araucania,09,1014343,2021-11-23,1356
Los Rios,14,405835,2021-11-23,828
Los Lagos,10,891440,2021-11-23,2575
Aysen,11,107297,2021-11-23,443
Magallanes,12,178362,2021-11-23,287
Arica y Parinacota,15,252110,2021-11-24,1377
Tarapaca,01,382773,2021-11-24,2205
Antofagasta,02,691854,2021-11-24,1574
Atacama,03,314709,2021-11-24,1300
Coquimbo,04,836096,2021-11-24,795
Valparaiso,05,1960170,2021-11-24,3530
Metropolitana,13,8125072,2021-11-24,19909
OHiggins,06,991063,2021-11-24,901
Maule,07,1131939,2021-11-24,1548
Nuble,16,511551,2021-11-24,1494
Biobio,08,1663696,2021-11-24,5602
Araucania,09,1014343,2021-11-24,1318
Los Rios,14,405835,2021-11-24,812
Los Lagos,10,891440,2021-11-24,1821
Aysen,11,107297,2021-11-24,263
Magallanes,12,178362,2021-11-24,549
Arica y Parinacota,15,252110,2021-11-25,1240
Tarapaca,01,382773,2021-11-25,2880
Antofagasta,02,691854,2021-11-25,3139
Atacama,03,314709,2021-11-25,1496
Coquimbo,04,836096,2021-11-25,2413
Valparaiso,05,1960170,2021-11-25,5538
Metropolitana,13,8125072,2021-11-25,27749
OHiggins,06,991063,2021-11-25,2171
Maule,07,1131939,2021-11-25,4238
Nuble,16,511551,2021-11-25,1456
Biobio,08,1663696,2021-11-25,8189
Araucania,09,1014343,2021-11-25,2918
Los Rios,14,405835,2021-11-25,2267
Los Lagos,10,891440,2021-11-25,5710
Aysen,11,107297,2021-11-25,615
Magallanes,12,178362,2021-11-25,665
Arica y Parinacota,15,252110,2021-11-26,1341
Tarapaca,01,382773,2021-11-26,1769
Antofagasta,02,691854,2021-11-26,1979
Atacama,03,314709,2021-11-26,2643
Coquimbo,04,836096,2021-11-26,2314
Valparaiso,05,1960170,2021-11-26,4955
Metropolitana,13,8125072,2021-11-26,24464
OHiggins,06,991063,2021-11-26,2072
Maule,07,1131939,2021-11-26,4422
Nuble,16,511551,2021-11-26,1600
Biobio,08,1663696,2021-11-26,7752
Araucania,09,1014343,2021-11-26,2844
Los Rios,14,405835,2021-11-26,1678
Los Lagos,10,891440,2021-11-26,5119
Aysen,11,107297,2021-11-26,840
Magallanes,12,178362,2021-11-26,924
Arica y Parinacota,15,252110,2021-11-27,945
Tarapaca,01,382773,2021-11-27,1692
Antofagasta,02,691854,2021-11-27,2236
Atacama,03,314709,2021-11-27,1086
Coquimbo,04,836096,2021-11-27,2241
Valparaiso,05,1960170,2021-11-27,5161
Metropolitana,13,8125072,2021-11-27,25551
OHiggins,06,991063,2021-11-27,2661
Maule,07,1131939,2021-11-27,3838
Nuble,16,511551,2021-11-27,1867
Biobio,08,1663696,2021-11-27,8079
Araucania,09,1014343,2021-11-27,2842
Los Rios,14,405835,2021-11-27,2039
Los Lagos,10,891440,2021-11-27,4601
Aysen,11,107297,2021-11-27,806
Magallanes,12,178362,2021-11-27,972
Arica y Parinacota,15,252110,2021-11-28,931
Tarapaca,01,382773,2021-11-28,1744
Antofagasta,02,691854,2021-11-28,2580
Atacama,03,314709,2021-11-28,1463
Coquimbo,04,836096,2021-11-28,2401
Valparaiso,05,1960170,2021-11-28,5026
Metropolitana,13,8125072,2021-11-28,23073
OHiggins,06,991063,2021-11-28,2101
Maule,07,1131939,2021-11-28,4263
Nuble,16,511551,2021-11-28,1964
Biobio,08,1663696,2021-11-28,7765
Araucania,09,1014343,2021-11-28,2700
Los Rios,14,405835,2021-11-28,1713
Los Lagos,10,891440,2021-11-28,5011
Aysen,11,107297,2021-11-28,587
Magallanes,12,178362,2021-11-28,966
Arica y Parinacota,15,252110,2021-11-29,979
Tarapaca,01,382773,2021-11-29,2689
Antofagasta,02,691854,2021-11-29,2537
Atacama,03,314709,2021-11-29,3230
Coquimbo,04,836096,2021-11-29,2647
Valparaiso,05,1960170,2021-11-29,4056
Metropolitana,13,8125072,2021-11-29,23833
OHiggins,06,991063,2021-11-29,2127
Maule,07,1131939,2021-11-29,3938
Nuble,16,511551,2021-11-29,1567
Biobio,08,1663696,2021-11-29,5143
Araucania,09,1014343,2021-11-29,2980
Los Rios,14,405835,2021-11-29,825
Los Lagos,10,891440,2021-11-29,4244
Aysen,11,107297,2021-11-29,488
Magallanes,12,178362,2021-11-29,296
Arica y Parinacota,15,252110,2021-11-30,598
Tarapaca,01,382773,2021-11-30,1840
Antofagasta,02,691854,2021-11-30,2504
Atacama,03,314709,2021-11-30,362
Coquimbo,04,836096,2021-11-30,1059
Valparaiso,05,1960170,2021-11-30,1738
Metropolitana,13,8125072,2021-11-30,14596
OHiggins,06,991063,2021-11-30,710
Maule,07,1131939,2021-11-30,1231
Nuble,16,511551,2021-11-30,1283
Biobio,08,1663696,2021-11-30,4308
Araucania,09,1014343,2021-11-30,1322
Los Rios,14,405835,2021-11-30,862
Los Lagos,10,891440,2021-11-30,2022
Aysen,11,107297,2021-11-30,547
Magallanes,12,178362,2021-11-30,806
Arica y Parinacota,15,252110,2021-12-01,1572
Tarapaca,01,382773,2021-12-01,1670
Antofagasta,02,691854,2021-12-01,1818
Atacama,03,314709,2021-12-01,1527
Coquimbo,04,836096,2021-12-01,731
Valparaiso,05,1960170,2021-12-01,2721
Metropolitana,13,8125072,2021-12-01,18811
OHiggins,06,991063,2021-12-01,677
Maule,07,1131939,2021-12-01,1238
Nuble,16,511551,2021-12-01,1091
Biobio,08,1663696,2021-12-01,5854
Araucania,09,1014343,2021-12-01,1267
Los Rios,14,405835,2021-12-01,790
Los Lagos,10,891440,2021-12-01,2762
Aysen,11,107297,2021-12-01,272
Magallanes,12,178362,2021-12-01,745
Arica y Parinacota,15,252110,2021-12-02,1345
Tarapaca,01,382773,2021-12-02,2249
Antofagasta,02,691854,2021-12-02,2798
Atacama,03,314709,2021-12-02,1998
Coquimbo,04,836096,2021-12-02,2335
Valparaiso,05,1960170,2021-12-02,5680
Metropolitana,13,8125072,2021-12-02,27708
OHiggins,06,991063,2021-12-02,2108
Maule,07,1131939,2021-12-02,3818
Nuble,16,511551,2021-12-02,1576
Biobio,08,1663696,2021-12-02,7919
Araucania,09,1014343,2021-12-02,2595
Los Rios,14,405835,2021-12-02,2245
Los Lagos,10,891440,2021-12-02,4532
Aysen,11,107297,2021-12-02,541
Magallanes,12,178362,2021-12-02,1261
Arica y Parinacota,15,252110,2021-12-03,997
Tarapaca,01,382773,2021-12-03,1783
Antofagasta,02,691854,2021-12-03,1914
Atacama,03,314709,2021-12-03,2380
Coquimbo,04,836096,2021-12-03,2032
Valparaiso,05,1960170,2021-12-03,5016
Metropolitana,13,8125072,2021-12-03,28335
OHiggins,06,991063,2021-12-03,2550
Maule,07,1131939,2021-12-03,4689
Nuble,16,511551,2021-12-03,1897
Biobio,08,1663696,2021-12-03,6987
Araucania,09,1014343,2021-12-03,3083
Los Rios,14,405835,2021-12-03,2126
Los Lagos,10,891440,2021-12-03,4791
Aysen,11,107297,2021-12-03,747
Magallanes,12,178362,2021-12-03,845
Arica y Parinacota,15,252110,2021-12-04,1113
Tarapaca,01,382773,2021-12-04,1534
Antofagasta,02,691854,2021-12-04,1976
Atacama,03,314709,2021-12-04,2240
Coquimbo,04,836096,2021-12-04,2476
Valparaiso,05,1960170,2021-12-04,3694
Metropolitana,13,8125072,2021-12-04,26156
OHiggins,06,991063,2021-12-04,2360
Maule,07,1131939,2021-12-04,3878
Nuble,16,511551,2021-12-04,1575
Biobio,08,1663696,2021-12-04,7889
Araucania,09,1014343,2021-12-04,2982
Los Rios,14,405835,2021-12-04,2071
Los Lagos,10,891440,2021-12-04,5893
Aysen,11,107297,2021-12-04,663
Magallanes,12,178362,2021-12-04,737
Arica y Parinacota,15,252110,2021-12-05,879
Tarapaca,01,382773,2021-12-05,1784
Antofagasta,02,691854,2021-12-05,2616
Atacama,03,314709,2021-12-05,1276
Coquimbo,04,836096,2021-12-05,2077
Valparaiso,05,1960170,2021-12-05,5206
Metropolitana,13,8125072,2021-12-05,22897
OHiggins,06,991063,2021-12-05,1628
Maule,07,1131939,2021-12-05,3579
Nuble,16,511551,2021-12-05,1787
Biobio,08,1663696,2021-12-05,8112
Araucania,09,1014343,2021-12-05,2796
Los Rios,14,405835,2021-12-05,1525
Los Lagos,10,891440,2021-12-05,5738
Aysen,11,107297,2021-12-05,565
Magallanes,12,178362,2021-12-05,737
Arica y Parinacota,15,252110,2021-12-06,703
Tarapaca,01,382773,2021-12-06,2092
Antofagasta,02,691854,2021-12-06,2858
Atacama,03,314709,2021-12-06,2093
Coquimbo,04,836096,2021-12-06,2562
Valparaiso,05,1960170,2021-12-06,3525
Metropolitana,13,8125072,2021-12-06,20646
OHiggins,06,991063,2021-12-06,1544
Maule,07,1131939,2021-12-06,3521
Nuble,16,511551,2021-12-06,1589
Biobio,08,1663696,2021-12-06,5095
Araucania,09,1014343,2021-12-06,2745
Los Rios,14,405835,2021-12-06,1065
Los Lagos,10,891440,2021-12-06,4189
Aysen,11,107297,2021-12-06,477
Magallanes,12,178362,2021-12-06,504
Arica y Parinacota,15,252110,2021-12-07,691
Tarapaca,01,382773,2021-12-07,1453
Antofagasta,02,691854,2021-12-07,2037
Atacama,03,314709,2021-12-07,407
Coquimbo,04,836096,2021-12-07,942
Valparaiso,05,1960170,2021-12-07,1522
Metropolitana,13,8125072,2021-12-07,18323
OHiggins,06,991063,2021-12-07,935
Maule,07,1131939,2021-12-07,886
Nuble,16,511551,2021-12-07,1173
Biobio,08,1663696,2021-12-07,2938
Araucania,09,1014343,2021-12-07,1596
Los Rios,14,405835,2021-12-07,740
Los Lagos,10,891440,2021-12-07,2344
Aysen,11,107297,2021-12-07,303
Magallanes,12,178362,2021-12-07,247
Arica y Parinacota,15,252110,2021-12-08,1448
Tarapaca,01,382773,2021-12-08,1809
Antofagasta,02,691854,2021-12-08,1958
Atacama,03,314709,2021-12-08,1393
Coquimbo,04,836096,2021-12-08,636
Valparaiso,05,1960170,2021-12-08,2680
Metropolitana,13,8125072,2021-12-08,20948
OHiggins,06,991063,2021-12-08,624
Maule,07,1131939,2021-12-08,1388
Nuble,16,511551,2021-12-08,741
Biobio,08,1663696,2021-12-08,4177
Araucania,09,1014343,2021-12-08,1125
Los Rios,14,405835,2021-12-08,839
Los Lagos,10,891440,2021-12-08,2650
Aysen,11,107297,2021-12-08,238
Magallanes,12,178362,2021-12-08,560
Arica y Parinacota,15,252110,2021-12-09,931
Tarapaca,01,382773,2021-12-09,1942
Antofagasta,02,691854,2021-12-09,2266
Atacama,03,314709,2021-12-09,1458
Coquimbo,04,836096,2021-12-09,2388
Valparaiso,05,1960170,2021-12-09,4542
Metropolitana,13,8125072,2021-12-09,23074
OHiggins,06,991063,2021-12-09,1499
Maule,07,1131939,2021-12-09,3736
Nuble,16,511551,2021-12-09,1643
Biobio,08,1663696,2021-12-09,7428
Araucania,09,1014343,2021-12-09,2215
Los Rios,14,405835,2021-12-09,1876
Los Lagos,10,891440,2021-12-09,5047
Aysen,11,107297,2021-12-09,444
Magallanes,12,178362,2021-12-09,783
Arica y Parinacota,15,252110,2021-12-10,593
Tarapaca,01,382773,2021-12-10,1208
Antofagasta,02,691854,2021-12-10,1397
Atacama,03,314709,2021-12-10,1691
Coquimbo,04,836096,2021-12-10,1861
Valparaiso,05,1960170,2021-12-10,2968
Metropolitana,13,8125072,2021-12-10,17873
OHiggins,06,991063,2021-12-10,1616
Maule,07,1131939,2021-12-10,3409
Nuble,16,511551,2021-12-10,1339
Biobio,08,1663696,2021-12-10,5817
Araucania,09,1014343,2021-12-10,2334
Los Rios,14,405835,2021-12-10,979
Los Lagos,10,891440,2021-12-10,3038
Aysen,11,107297,2021-12-10,507
Magallanes,12,178362,2021-12-10,445
Arica y Parinacota,15,252110,2021-12-11,937
Tarapaca,01,382773,2021-12-11,1230
Antofagasta,02,691854,2021-12-11,1514
Atacama,03,314709,2021-12-11,1187
Coquimbo,04,836096,2021-12-11,1040
Valparaiso,05,1960170,2021-12-11,3123
Metropolitana,13,8125072,2021-12-11,19895
OHiggins,06,991063,2021-12-11,1192
Maule,07,1131939,2021-12-11,1522
Nuble,16,511551,2021-12-11,1130
Biobio,08,1663696,2021-12-11,3949
Araucania,09,1014343,2021-12-11,1347
Los Rios,14,405835,2021-12-11,1114
Los Lagos,10,891440,2021-12-11,2964
Aysen,11,107297,2021-12-11,270
Magallanes,12,178362,2021-12-11,551
Arica y Parinacota,15,252110,2021-12-12,1139
Tarapaca,01,382773,2021-12-12,1557
Antofagasta,02,691854,2021-12-12,2272
Atacama,03,314709,2021-12-12,1110
Coquimbo,04,836096,2021-12-12,1974
Valparaiso,05,1960170,2021-12-12,4639
Metropolitana,13,8125072,2021-12-12,22388
OHiggins,06,991063,2021-12-12,1484
Maule,07,1131939,2021-12-12,3624
Nuble,16,511551,2021-12-12,1240
Biobio,08,1663696,2021-12-12,6456
Araucania,09,1014343,2021-12-12,2691
Los Rios,14,405835,2021-12-12,1647
Los Lagos,10,891440,2021-12-12,4432
Aysen,11,107297,2021-12-12,435
Magallanes,12,178362,2021-12-12,931
Arica y Parinacota,15,252110,2021-12-13,804
Tarapaca,01,382773,2021-12-13,1781
Antofagasta,02,691854,2021-12-13,2811
Atacama,03,314709,2021-12-13,2294
Coquimbo,04,836096,2021-12-13,2222
Valparaiso,05,1960170,2021-12-13,2757
Metropolitana,13,8125072,2021-12-13,20111
OHiggins,06,991063,2021-12-13,1705
Maule,07,1131939,2021-12-13,3249
Nuble,16,511551,2021-12-13,1413
Biobio,08,1663696,2021-12-13,4872
Araucania,09,1014343,2021-12-13,2621
Los Rios,14,405835,2021-12-13,840
Los Lagos,10,891440,2021-12-13,3557
Aysen,11,107297,2021-12-13,469
Magallanes,12,178362,2021-12-13,664
Arica y Parinacota,15,252110,2021-12-14,670
Tarapaca,01,382773,2021-12-14,1739
Antofagasta,02,691854,2021-12-14,1779
Atacama,03,314709,2021-12-14,375
Coquimbo,04,836096,2021-12-14,893
Valparaiso,05,1960170,2021-12-14,1535
Metropolitana,13,8125072,2021-12-14,18895
OHiggins,06,991063,2021-12-14,989
Maule,07,1131939,2021-12-14,1035
Nuble,16,511551,2021-12-14,786
Biobio,08,1663696,2021-12-14,3195
Araucania,09,1014343,2021-12-14,1312
Los Rios,14,405835,2021-12-14,612
Los Lagos,10,891440,2021-12-14,1603
Aysen,11,107297,2021-12-14,331
Magallanes,12,178362,2021-12-14,241
Arica y Parinacota,15,252110,2021-12-15,1476
Tarapaca,01,382773,2021-12-15,1861
Antofagasta,02,691854,2021-12-15,2486
Atacama,03,314709,2021-12-15,1503
Coquimbo,04,836096,2021-12-15,530
Valparaiso,05,1960170,2021-12-15,3072
Metropolitana,13,8125072,2021-12-15,19671
OHiggins,06,991063,2021-12-15,662
Maule,07,1131939,2021-12-15,815
Nuble,16,511551,2021-12-15,646
Biobio,08,1663696,2021-12-15,4197
Araucania,09,1014343,2021-12-15,1465
Los Rios,14,405835,2021-12-15,903
Los Lagos,10,891440,2021-12-15,2454
Aysen,11,107297,2021-12-15,281
Magallanes,12,178362,2021-12-15,568
Arica y Parinacota,15,252110,2021-12-16,1057
Tarapaca,01,382773,2021-12-16,1822
Antofagasta,02,691854,2021-12-16,2907
Atacama,03,314709,2021-12-16,1785
Coquimbo,04,836096,2021-12-16,2064
Valparaiso,05,1960170,2021-12-16,4354
Metropolitana,13,8125072,2021-12-16,23812
OHiggins,06,991063,2021-12-16,1858
Maule,07,1131939,2021-12-16,3524
Nuble,16,511551,2021-12-16,1668
Biobio,08,1663696,2021-12-16,6897
Araucania,09,1014343,2021-12-16,2775
Los Rios,14,405835,2021-12-16,1700
Los Lagos,10,891440,2021-12-16,4516
Aysen,11,107297,2021-12-16,436
Magallanes,12,178362,2021-12-16,1080
Arica y Parinacota,15,252110,2021-12-17,898
Tarapaca,01,382773,2021-12-17,1666
Antofagasta,02,691854,2021-12-17,2638
Atacama,03,314709,2021-12-17,1747
Coquimbo,04,836096,2021-12-17,1967
Valparaiso,05,1960170,2021-12-17,4493
Metropolitana,13,8125072,2021-12-17,25307
OHiggins,06,991063,2021-12-17,1646
Maule,07,1131939,2021-12-17,3102
Nuble,16,511551,2021-12-17,1588
Biobio,08,1663696,2021-12-17,6611
Araucania,09,1014343,2021-12-17,2819
Los Rios,14,405835,2021-12-17,1779
Los Lagos,10,891440,2021-12-17,4837
Aysen,11,107297,2021-12-17,448
Magallanes,12,178362,2021-12-17,886
Arica y Parinacota,15,252110,2021-12-18,803
Tarapaca,01,382773,2021-12-18,1443
Antofagasta,02,691854,2021-12-18,2329
Atacama,03,314709,2021-12-18,1703
Coquimbo,04,836096,2021-12-18,1954
Valparaiso,05,1960170,2021-12-18,3764
Metropolitana,13,8125072,2021-12-18,23802
OHiggins,06,991063,2021-12-18,2142
Maule,07,1131939,2021-12-18,3324
Nuble,16,511551,2021-12-18,1343
Biobio,08,1663696,2021-12-18,6720
Araucania,09,1014343,2021-12-18,3084
Los Rios,14,405835,2021-12-18,1575
Los Lagos,10,891440,2021-12-18,4626
Aysen,11,107297,2021-12-18,381
Magallanes,12,178362,2021-12-18,705
Arica y Parinacota,15,252110,2021-12-19,1019
Tarapaca,01,382773,2021-12-19,1486
Antofagasta,02,691854,2021-12-19,3616
Atacama,03,314709,2021-12-19,2045
Coquimbo,04,836096,2021-12-19,1621
Valparaiso,05,1960170,2021-12-19,3957
Metropolitana,13,8125072,2021-12-19,18430
OHiggins,06,991063,2021-12-19,1964
Maule,07,1131939,2021-12-19,2447
Nuble,16,511551,2021-12-19,1326
Biobio,08,1663696,2021-12-19,5918
Araucania,09,1014343,2021-12-19,2408
Los Rios,14,405835,2021-12-19,1459
Los Lagos,10,891440,2021-12-19,3484
Aysen,11,107297,2021-12-19,339
Magallanes,12,178362,2021-12-19,657
Arica y Parinacota,15,252110,2021-12-20,882
Tarapaca,01,382773,2021-12-20,1653
Antofagasta,02,691854,2021-12-20,2806
Atacama,03,314709,2021-12-20,800
Coquimbo,04,836096,2021-12-20,2563
Valparaiso,05,1960170,2021-12-20,2470
Metropolitana,13,8125072,2021-12-20,22569
OHiggins,06,991063,2021-12-20,1178
Maule,07,1131939,2021-12-20,2523
Nuble,16,511551,2021-12-20,1455
Biobio,08,1663696,2021-12-20,4805
Araucania,09,1014343,2021-12-20,2325
Los Rios,14,405835,2021-12-20,950
Los Lagos,10,891440,2021-12-20,2620
Aysen,11,107297,2021-12-20,496
Magallanes,12,178362,2021-12-20,599
Arica y Parinacota,15,252110,2021-12-21,583
Tarapaca,01,382773,2021-12-21,1508
Antofagasta,02,691854,2021-12-21,2491
Atacama,03,314709,2021-12-21,480
Coquimbo,04,836096,2021-12-21,1055
Valparaiso,05,1960170,2021-12-21,1654
Metropolitana,13,8125072,2021-12-21,15287
OHiggins,06,991063,2021-12-21,667
Maule,07,1131939,2021-12-21,764
Nuble,16,511551,2021-12-21,578
Biobio,08,1663696,2021-12-21,2629
Araucania,09,1014343,2021-12-21,1151
Los Rios,14,405835,2021-12-21,601
Los Lagos,10,891440,2021-12-21,1389
Aysen,11,107297,2021-12-21,209
Magallanes,12,178362,2021-12-21,120
Arica y Parinacota,15,252110,2021-12-22,675
Tarapaca,01,382773,2021-12-22,1494
Antofagasta,02,691854,2021-12-22,1937
Atacama,03,314709,2021-12-22,1395
Coquimbo,04,836096,2021-12-22,523
Valparaiso,05,1960170,2021-12-22,2524
Metropolitana,13,8125072,2021-12-22,18180
OHiggins,06,991063,2021-12-22,746
Maule,07,1131939,2021-12-22,911
Nuble,16,511551,2021-12-22,667
Biobio,08,1663696,2021-12-22,5024
Araucania,09,1014343,2021-12-22,1349
Los Rios,14,405835,2021-12-22,804
Los Lagos,10,891440,2021-12-22,2161
Aysen,11,107297,2021-12-22,162
Magallanes,12,178362,2021-12-22,547
Arica y Parinacota,15,252110,2021-12-23,1587
Tarapaca,01,382773,2021-12-23,1850
Antofagasta,02,691854,2021-12-23,3130
Atacama,03,314709,2021-12-23,1709
Coquimbo,04,836096,2021-12-23,2007
Valparaiso,05,1960170,2021-12-23,3816
Metropolitana,13,8125072,2021-12-23,26275
OHiggins,06,991063,2021-12-23,1786
Maule,07,1131939,2021-12-23,2930
Nuble,16,511551,2021-12-23,1378
Biobio,08,1663696,2021-12-23,6579
Araucania,09,1014343,2021-12-23,2041
Los Rios,14,405835,2021-12-23,1659
Los Lagos,10,891440,2021-12-23,3810
Aysen,11,107297,2021-12-23,335
Magallanes,12,178362,2021-12-23,822
