Region,Codigo region,Poblacion,fecha,numero
Atacama,03,314709,2020-05-21,133
Coquimbo,04,836096,2020-05-21,167
Valparaiso,05,1960170,2020-05-21,631
Metropolitana,13,8125072,2020-05-21,11345
OHiggins,06,991063,2020-05-21,102
Maule,07,1131939,2020-05-21,0
Nuble,16,511551,2020-05-21,0
Biobio,08,1663696,2020-05-21,1048
Araucania,09,1014343,2020-05-21,373
Los Rios,14,405835,2020-05-21,219
Los Lagos,10,891440,2020-05-21,1058
Aysen,11,107297,2020-05-21,50
Magallanes,12,178362,2020-05-21,363
Arica y Parinacota,15,252110,2020-05-22,182
Tarapaca,01,382773,2020-05-22,342
Antofagasta,02,691854,2020-05-22,259
Atacama,03,314709,2020-05-22,154
Coquimbo,04,836096,2020-05-22,202
Valparaiso,05,1960170,2020-05-22,358
Metropolitana,13,8125072,2020-05-22,10626
OHiggins,06,991063,2020-05-22,115
Maule,07,1131939,2020-05-22,533
Nuble,16,511551,2020-05-22,372
Biobio,08,1663696,2020-05-22,1135
Araucania,09,1014343,2020-05-22,513
Los Rios,14,405835,2020-05-22,161
Los Lagos,10,891440,2020-05-22,928
Aysen,11,107297,2020-05-22,45
Magallanes,12,178362,2020-05-22,165
Arica y Parinacota,15,252110,2020-05-23,157
Tarapaca,01,382773,2020-05-23,347
Antofagasta,02,691854,2020-05-23,344
Atacama,03,314709,2020-05-23,133
Coquimbo,04,836096,2020-05-23,221
Valparaiso,05,1960170,2020-05-23,975
Metropolitana,13,8125072,2020-05-23,9725
OHiggins,06,991063,2020-05-23,230
Maule,07,1131939,2020-05-23,332
Nuble,16,511551,2020-05-23,283
Biobio,08,1663696,2020-05-23,1157
Araucania,09,1014343,2020-05-23,382
Los Rios,14,405835,2020-05-23,170
Los Lagos,10,891440,2020-05-23,661
Aysen,11,107297,2020-05-23,6
Magallanes,12,178362,2020-05-23,116
Arica y Parinacota,15,252110,2020-05-24,76
Tarapaca,01,382773,2020-05-24,335
Antofagasta,02,691854,2020-05-24,224
Atacama,03,314709,2020-05-24,99
Coquimbo,04,836096,2020-05-24,227
Valparaiso,05,1960170,2020-05-24,547
Metropolitana,13,8125072,2020-05-24,8696
OHiggins,06,991063,2020-05-24,0
Maule,07,1131939,2020-05-24,385
Nuble,16,511551,2020-05-24,0
Biobio,08,1663696,2020-05-24,1202
Araucania,09,1014343,2020-05-24,591
Los Rios,14,405835,2020-05-24,206
Los Lagos,10,891440,2020-05-24,1768
Aysen,11,107297,2020-05-24,44
Magallanes,12,178362,2020-05-24,26
Arica y Parinacota,15,252110,2020-05-25,160
Tarapaca,01,382773,2020-05-25,365
Antofagasta,02,691854,2020-05-25,347
Atacama,03,314709,2020-05-25,83
Coquimbo,04,836096,2020-05-25,210
Valparaiso,05,1960170,2020-05-25,575
Metropolitana,13,8125072,2020-05-25,10330
OHiggins,06,991063,2020-05-25,233
Maule,07,1131939,2020-05-25,286
Nuble,16,511551,2020-05-25,573
Biobio,08,1663696,2020-05-25,1598
Araucania,09,1014343,2020-05-25,199
Los Rios,14,405835,2020-05-25,157
Los Lagos,10,891440,2020-05-25,969
Aysen,11,107297,2020-05-25,13
Magallanes,12,178362,2020-05-25,185
Arica y Parinacota,15,252110,2020-05-26,159
Tarapaca,01,382773,2020-05-26,586
Antofagasta,02,691854,2020-05-26,218
Atacama,03,314709,2020-05-26,175
Coquimbo,04,836096,2020-05-26,214
Valparaiso,05,1960170,2020-05-26,599
Metropolitana,13,8125072,2020-05-26,8874
OHiggins,06,991063,2020-05-26,112
Maule,07,1131939,2020-05-26,434
Nuble,16,511551,2020-05-26,129
Biobio,08,1663696,2020-05-26,714
Araucania,09,1014343,2020-05-26,353
Los Rios,14,405835,2020-05-26,135
Los Lagos,10,891440,2020-05-26,334
Aysen,11,107297,2020-05-26,0
Magallanes,12,178362,2020-05-26,48
Arica y Parinacota,15,252110,2020-05-27,81
Tarapaca,01,382773,2020-05-27,314
Antofagasta,02,691854,2020-05-27,165
Atacama,03,314709,2020-05-27,261
Coquimbo,04,836096,2020-05-27,138
Valparaiso,05,1960170,2020-05-27,694
Metropolitana,13,8125072,2020-05-27,8632
OHiggins,06,991063,2020-05-27,0
Maule,07,1131939,2020-05-27,291
Nuble,16,511551,2020-05-27,281
Biobio,08,1663696,2020-05-27,1362
Araucania,09,1014343,2020-05-27,471
Los Rios,14,405835,2020-05-27,147
Los Lagos,10,891440,2020-05-27,416
Aysen,11,107297,2020-05-27,103
Magallanes,12,178362,2020-05-27,42
Arica y Parinacota,15,252110,2020-05-28,172
Tarapaca,01,382773,2020-05-28,360
Antofagasta,02,691854,2020-05-28,206
Atacama,03,314709,2020-05-28,178
Coquimbo,04,836096,2020-05-28,222
Valparaiso,05,1960170,2020-05-28,898
Metropolitana,13,8125072,2020-05-28,9000
OHiggins,06,991063,2020-05-28,208
Maule,07,1131939,2020-05-28,547
Nuble,16,511551,2020-05-28,323
Biobio,08,1663696,2020-05-28,1614
Araucania,09,1014343,2020-05-28,528
Los Rios,14,405835,2020-05-28,206
Los Lagos,10,891440,2020-05-28,901
Aysen,11,107297,2020-05-28,113
Magallanes,12,178362,2020-05-28,174
Arica y Parinacota,15,252110,2020-05-29,90
Tarapaca,01,382773,2020-05-29,470
Antofagasta,02,691854,2020-05-29,343
Atacama,03,314709,2020-05-29,155
Coquimbo,04,836096,2020-05-29,176
Valparaiso,05,1960170,2020-05-29,536
Metropolitana,13,8125072,2020-05-29,9981
OHiggins,06,991063,2020-05-29,3
Maule,07,1131939,2020-05-29,348
Nuble,16,511551,2020-05-29,336
Biobio,08,1663696,2020-05-29,1822
Araucania,09,1014343,2020-05-29,514
Los Rios,14,405835,2020-05-29,223
Los Lagos,10,891440,2020-05-29,939
Aysen,11,107297,2020-05-29,51
Magallanes,12,178362,2020-05-29,346
Arica y Parinacota,15,252110,2020-05-30,243
Tarapaca,01,382773,2020-05-30,565
Antofagasta,02,691854,2020-05-30,501
Atacama,03,314709,2020-05-30,83
Coquimbo,04,836096,2020-05-30,248
Valparaiso,05,1960170,2020-05-30,871
Metropolitana,13,8125072,2020-05-30,9996
OHiggins,06,991063,2020-05-30,193
Maule,07,1131939,2020-05-30,439
Nuble,16,511551,2020-05-30,0
Biobio,08,1663696,2020-05-30,1566
Araucania,09,1014343,2020-05-30,673
Los Rios,14,405835,2020-05-30,198
Los Lagos,10,891440,2020-05-30,1013
Aysen,11,107297,2020-05-30,89
Magallanes,12,178362,2020-05-30,136
Arica y Parinacota,15,252110,2020-05-31,137
Tarapaca,01,382773,2020-05-31,472
Antofagasta,02,691854,2020-05-31,379
Atacama,03,314709,2020-05-31,126
Coquimbo,04,836096,2020-05-31,359
Valparaiso,05,1960170,2020-05-31,714
Metropolitana,13,8125072,2020-05-31,11821
OHiggins,06,991063,2020-05-31,174
Maule,07,1131939,2020-05-31,471
Nuble,16,511551,2020-05-31,345
Biobio,08,1663696,2020-05-31,1500
Araucania,09,1014343,2020-05-31,473
Los Rios,14,405835,2020-05-31,188
Los Lagos,10,891440,2020-05-31,1711
Aysen,11,107297,2020-05-31,71
Magallanes,12,178362,2020-05-31,179
Arica y Parinacota,15,252110,2020-06-01,0
Tarapaca,01,382773,2020-06-01,445
Antofagasta,02,691854,2020-06-01,247
Atacama,03,314709,2020-06-01,289
Coquimbo,04,836096,2020-06-01,177
Valparaiso,05,1960170,2020-06-01,587
Metropolitana,13,8125072,2020-06-01,11285
OHiggins,06,991063,2020-06-01,196
Maule,07,1131939,2020-06-01,0
Nuble,16,511551,2020-06-01,639
Biobio,08,1663696,2020-06-01,1295
Araucania,09,1014343,2020-06-01,491
Los Rios,14,405835,2020-06-01,114
Los Lagos,10,891440,2020-06-01,994
Aysen,11,107297,2020-06-01,24
Magallanes,12,178362,2020-06-01,107
Arica y Parinacota,15,252110,2020-06-02,112
Tarapaca,01,382773,2020-06-02,346
Antofagasta,02,691854,2020-06-02,334
Atacama,03,314709,2020-06-02,195
Coquimbo,04,836096,2020-06-02,257
Valparaiso,05,1960170,2020-06-02,506
Metropolitana,13,8125072,2020-06-02,8919
OHiggins,06,991063,2020-06-02,234
Maule,07,1131939,2020-06-02,517
Nuble,16,511551,2020-06-02,241
Biobio,08,1663696,2020-06-02,819
Araucania,09,1014343,2020-06-02,450
Los Rios,14,405835,2020-06-02,129
Los Lagos,10,891440,2020-06-02,291
Aysen,11,107297,2020-06-02,0
Magallanes,12,178362,2020-06-02,90
Arica y Parinacota,15,252110,2020-06-03,194
Tarapaca,01,382773,2020-06-03,207
Antofagasta,02,691854,2020-06-03,246
Atacama,03,314709,2020-06-03,138
Coquimbo,04,836096,2020-06-03,215
Valparaiso,05,1960170,2020-06-03,795
Metropolitana,13,8125072,2020-06-03,10253
OHiggins,06,991063,2020-06-03,302
Maule,07,1131939,2020-06-03,797
Nuble,16,511551,2020-06-03,224
Biobio,08,1663696,2020-06-03,918
Araucania,09,1014343,2020-06-03,405
Los Rios,14,405835,2020-06-03,139
Los Lagos,10,891440,2020-06-03,554
Aysen,11,107297,2020-06-03,73
Magallanes,12,178362,2020-06-03,86
Arica y Parinacota,15,252110,2020-06-04,144
Tarapaca,01,382773,2020-06-04,248
Antofagasta,02,691854,2020-06-04,452
Atacama,03,314709,2020-06-04,155
Coquimbo,04,836096,2020-06-04,273
Valparaiso,05,1960170,2020-06-04,686
Metropolitana,13,8125072,2020-06-04,11550
OHiggins,06,991063,2020-06-04,331
Maule,07,1131939,2020-06-04,728
Nuble,16,511551,2020-06-04,316
Biobio,08,1663696,2020-06-04,1599
Araucania,09,1014343,2020-06-04,571
Los Rios,14,405835,2020-06-04,215
Los Lagos,10,891440,2020-06-04,918
Aysen,11,107297,2020-06-04,128
Magallanes,12,178362,2020-06-04,144
Arica y Parinacota,15,252110,2020-06-05,265
Tarapaca,01,382773,2020-06-05,458
Antofagasta,02,691854,2020-06-05,287
Atacama,03,314709,2020-06-05,133
Coquimbo,04,836096,2020-06-05,399
Valparaiso,05,1960170,2020-06-05,781
Metropolitana,13,8125072,2020-06-05,14331
OHiggins,06,991063,2020-06-05,291
Maule,07,1131939,2020-06-05,591
Nuble,16,511551,2020-06-05,202
Biobio,08,1663696,2020-06-05,1621
Araucania,09,1014343,2020-06-05,932
Los Rios,14,405835,2020-06-05,183
Los Lagos,10,891440,2020-06-05,1109
Aysen,11,107297,2020-06-05,115
Magallanes,12,178362,2020-06-05,82
Arica y Parinacota,15,252110,2020-06-06,193
Tarapaca,01,382773,2020-06-06,446
Antofagasta,02,691854,2020-06-06,414
Atacama,03,314709,2020-06-06,88
Coquimbo,04,836096,2020-06-06,295
Valparaiso,05,1960170,2020-06-06,885
Metropolitana,13,8125072,2020-06-06,10873
OHiggins,06,991063,2020-06-06,201
Maule,07,1131939,2020-06-06,655
Nuble,16,511551,2020-06-06,361
Biobio,08,1663696,2020-06-06,2050
Araucania,09,1014343,2020-06-06,581
Los Rios,14,405835,2020-06-06,211
Los Lagos,10,891440,2020-06-06,1570
Aysen,11,107297,2020-06-06,55
Magallanes,12,178362,2020-06-06,76
Arica y Parinacota,15,252110,2020-06-07,227
Tarapaca,01,382773,2020-06-07,450
Antofagasta,02,691854,2020-06-07,480
Atacama,03,314709,2020-06-07,200
Coquimbo,04,836096,2020-06-07,433
Valparaiso,05,1960170,2020-06-07,1074
Metropolitana,13,8125072,2020-06-07,13391
OHiggins,06,991063,2020-06-07,660
Maule,07,1131939,2020-06-07,770
Nuble,16,511551,2020-06-07,77
Biobio,08,1663696,2020-06-07,1863
Araucania,09,1014343,2020-06-07,539
Los Rios,14,405835,2020-06-07,119
Los Lagos,10,891440,2020-06-07,837
Aysen,11,107297,2020-06-07,0
Magallanes,12,178362,2020-06-07,145
Arica y Parinacota,15,252110,2020-06-08,182
Tarapaca,01,382773,2020-06-08,449
Antofagasta,02,691854,2020-06-08,475
Atacama,03,314709,2020-06-08,195
Coquimbo,04,836096,2020-06-08,325
Valparaiso,05,1960170,2020-06-08,808
Metropolitana,13,8125072,2020-06-08,13613
OHiggins,06,991063,2020-06-08,270
Maule,07,1131939,2020-06-08,477
Nuble,16,511551,2020-06-08,434
Biobio,08,1663696,2020-06-08,1340
Araucania,09,1014343,2020-06-08,375
Los Rios,14,405835,2020-06-08,170
Los Lagos,10,891440,2020-06-08,656
Aysen,11,107297,2020-06-08,114
Magallanes,12,178362,2020-06-08,157
Arica y Parinacota,15,252110,2020-06-09,253
Tarapaca,01,382773,2020-06-09,312
Antofagasta,02,691854,2020-06-09,427
Atacama,03,314709,2020-06-09,170
Coquimbo,04,836096,2020-06-09,347
Valparaiso,05,1960170,2020-06-09,725
Metropolitana,13,8125072,2020-06-09,12274
OHiggins,06,991063,2020-06-09,334
Maule,07,1131939,2020-06-09,420
Nuble,16,511551,2020-06-09,277
Biobio,08,1663696,2020-06-09,991
Araucania,09,1014343,2020-06-09,557
Los Rios,14,405835,2020-06-09,190
Los Lagos,10,891440,2020-06-09,418
Aysen,11,107297,2020-06-09,18
Magallanes,12,178362,2020-06-09,64
Arica y Parinacota,15,252110,2020-06-10,92
Tarapaca,01,382773,2020-06-10,329
Antofagasta,02,691854,2020-06-10,543
Atacama,03,314709,2020-06-10,186
Coquimbo,04,836096,2020-06-10,363
Valparaiso,05,1960170,2020-06-10,795
Metropolitana,13,8125072,2020-06-10,7792
OHiggins,06,991063,2020-06-10,243
Maule,07,1131939,2020-06-10,626
Nuble,16,511551,2020-06-10,348
Biobio,08,1663696,2020-06-10,1559
Araucania,09,1014343,2020-06-10,570
Los Rios,14,405835,2020-06-10,148
Los Lagos,10,891440,2020-06-10,837
Aysen,11,107297,2020-06-10,30
Magallanes,12,178362,2020-06-10,16
Arica y Parinacota,15,252110,2020-06-11,274
Tarapaca,01,382773,2020-06-11,344
Antofagasta,02,691854,2020-06-11,436
Atacama,03,314709,2020-06-11,139
Coquimbo,04,836096,2020-06-11,307
Valparaiso,05,1960170,2020-06-11,986
Metropolitana,13,8125072,2020-06-11,12227
OHiggins,06,991063,2020-06-11,275
Maule,07,1131939,2020-06-11,673
Nuble,16,511551,2020-06-11,526
Biobio,08,1663696,2020-06-11,1596
Araucania,09,1014343,2020-06-11,551
Los Rios,14,405835,2020-06-11,192
Los Lagos,10,891440,2020-06-11,1227
Aysen,11,107297,2020-06-11,119
Magallanes,12,178362,2020-06-11,104
Arica y Parinacota,15,252110,2020-06-12,164
Tarapaca,01,382773,2020-06-12,495
Antofagasta,02,691854,2020-06-12,526
Atacama,03,314709,2020-06-12,218
Coquimbo,04,836096,2020-06-12,307
Valparaiso,05,1960170,2020-06-12,939
Metropolitana,13,8125072,2020-06-12,11112
OHiggins,06,991063,2020-06-12,160
Maule,07,1131939,2020-06-12,566
Nuble,16,511551,2020-06-12,371
Biobio,08,1663696,2020-06-12,1764
Araucania,09,1014343,2020-06-12,694
Los Rios,14,405835,2020-06-12,242
Los Lagos,10,891440,2020-06-12,970
Aysen,11,107297,2020-06-12,65
Magallanes,12,178362,2020-06-12,140
Arica y Parinacota,15,252110,2020-06-13,189
Tarapaca,01,382773,2020-06-13,395
Antofagasta,02,691854,2020-06-13,535
Atacama,03,314709,2020-06-13,81
Coquimbo,04,836096,2020-06-13,266
Valparaiso,05,1960170,2020-06-13,978
Metropolitana,13,8125072,2020-06-13,12281
OHiggins,06,991063,2020-06-13,396
Maule,07,1131939,2020-06-13,699
Nuble,16,511551,2020-06-13,248
Biobio,08,1663696,2020-06-13,1774
Araucania,09,1014343,2020-06-13,678
Los Rios,14,405835,2020-06-13,300
Los Lagos,10,891440,2020-06-13,1152
Aysen,11,107297,2020-06-13,109
Magallanes,12,178362,2020-06-13,142
Arica y Parinacota,15,252110,2020-06-14,241
Tarapaca,01,382773,2020-06-14,482
Antofagasta,02,691854,2020-06-14,654
Atacama,03,314709,2020-06-14,132
Coquimbo,04,836096,2020-06-14,345
Valparaiso,05,1960170,2020-06-14,967
Metropolitana,13,8125072,2020-06-14,12267
OHiggins,06,991063,2020-06-14,167
Maule,07,1131939,2020-06-14,677
Nuble,16,511551,2020-06-14,245
Biobio,08,1663696,2020-06-14,1535
Araucania,09,1014343,2020-06-14,722
Los Rios,14,405835,2020-06-14,219
Los Lagos,10,891440,2020-06-14,1316
Aysen,11,107297,2020-06-14,46
Magallanes,12,178362,2020-06-14,136
Arica y Parinacota,15,252110,2020-06-15,237
Tarapaca,01,382773,2020-06-15,360
Antofagasta,02,691854,2020-06-15,364
Atacama,03,314709,2020-06-15,415
Coquimbo,04,836096,2020-06-15,314
Valparaiso,05,1960170,2020-06-15,840
Metropolitana,13,8125072,2020-06-15,11163
OHiggins,06,991063,2020-06-15,361
Maule,07,1131939,2020-06-15,454
Nuble,16,511551,2020-06-15,420
Biobio,08,1663696,2020-06-15,1553
Araucania,09,1014343,2020-06-15,859
Los Rios,14,405835,2020-06-15,258
Los Lagos,10,891440,2020-06-15,1004
Aysen,11,107297,2020-06-15,80
Magallanes,12,178362,2020-06-15,126
Arica y Parinacota,15,252110,2020-06-16,244
Tarapaca,01,382773,2020-06-16,328
Antofagasta,02,691854,2020-06-16,681
Atacama,03,314709,2020-06-16,152
Coquimbo,04,836096,2020-06-16,338
Valparaiso,05,1960170,2020-06-16,853
Metropolitana,13,8125072,2020-06-16,8560
OHiggins,06,991063,2020-06-16,469
Maule,07,1131939,2020-06-16,516
Nuble,16,511551,2020-06-16,448
Biobio,08,1663696,2020-06-16,981
Araucania,09,1014343,2020-06-16,452
Los Rios,14,405835,2020-06-16,149
Los Lagos,10,891440,2020-06-16,263
Aysen,11,107297,2020-06-16,0
Magallanes,12,178362,2020-06-16,141
Arica y Parinacota,15,252110,2020-06-17,170
Tarapaca,01,382773,2020-06-17,348
Antofagasta,02,691854,2020-06-17,324
Atacama,03,314709,2020-06-17,371
Coquimbo,04,836096,2020-06-17,412
Valparaiso,05,1960170,2020-06-17,569
Metropolitana,13,8125072,2020-06-17,6143
OHiggins,06,991063,2020-06-17,474
Maule,07,1131939,2020-06-17,511
Nuble,16,511551,2020-06-17,299
Biobio,08,1663696,2020-06-17,1286
Araucania,09,1014343,2020-06-17,257
Los Rios,14,405835,2020-06-17,209
Los Lagos,10,891440,2020-06-17,1115
Aysen,11,107297,2020-06-17,131
Magallanes,12,178362,2020-06-17,17
Arica y Parinacota,15,252110,2020-06-18,113
Tarapaca,01,382773,2020-06-18,289
Antofagasta,02,691854,2020-06-18,745
Atacama,03,314709,2020-06-18,246
Coquimbo,04,836096,2020-06-18,381
Valparaiso,05,1960170,2020-06-18,896
Metropolitana,13,8125072,2020-06-18,8730
OHiggins,06,991063,2020-06-18,443
Maule,07,1131939,2020-06-18,843
Nuble,16,511551,2020-06-18,322
Biobio,08,1663696,2020-06-18,1751
Araucania,09,1014343,2020-06-18,531
Los Rios,14,405835,2020-06-18,277
Los Lagos,10,891440,2020-06-18,1236
Aysen,11,107297,2020-06-18,126
Magallanes,12,178362,2020-06-18,68
Arica y Parinacota,15,252110,2020-06-19,231
Tarapaca,01,382773,2020-06-19,384
Antofagasta,02,691854,2020-06-19,651
Atacama,03,314709,2020-06-19,251
Coquimbo,04,836096,2020-06-19,338
Valparaiso,05,1960170,2020-06-19,781
Metropolitana,13,8125072,2020-06-19,11557
OHiggins,06,991063,2020-06-19,471
Maule,07,1131939,2020-06-19,923
Nuble,16,511551,2020-06-19,394
Biobio,08,1663696,2020-06-19,1815
Araucania,09,1014343,2020-06-19,641
Los Rios,14,405835,2020-06-19,337
Los Lagos,10,891440,2020-06-19,1245
Aysen,11,107297,2020-06-19,81
Magallanes,12,178362,2020-06-19,247
Arica y Parinacota,15,252110,2020-06-20,201
Tarapaca,01,382773,2020-06-20,484
Antofagasta,02,691854,2020-06-20,814
Atacama,03,314709,2020-06-20,303
Coquimbo,04,836096,2020-06-20,364
Valparaiso,05,1960170,2020-06-20,781
Metropolitana,13,8125072,2020-06-20,11662
OHiggins,06,991063,2020-06-20,474
Maule,07,1131939,2020-06-20,762
Nuble,16,511551,2020-06-20,358
Biobio,08,1663696,2020-06-20,1692
Araucania,09,1014343,2020-06-20,470
Los Rios,14,405835,2020-06-20,358
Los Lagos,10,891440,2020-06-20,1095
Aysen,11,107297,2020-06-20,73
Magallanes,12,178362,2020-06-20,189
Arica y Parinacota,15,252110,2020-06-21,214
Tarapaca,01,382773,2020-06-21,371
Antofagasta,02,691854,2020-06-21,583
Atacama,03,314709,2020-06-21,255
Coquimbo,04,836096,2020-06-21,370
Valparaiso,05,1960170,2020-06-21,949
Metropolitana,13,8125072,2020-06-21,11315
OHiggins,06,991063,2020-06-21,654
Maule,07,1131939,2020-06-21,987
Nuble,16,511551,2020-06-21,294
Biobio,08,1663696,2020-06-21,1892
Araucania,09,1014343,2020-06-21,473
Los Rios,14,405835,2020-06-21,275
Los Lagos,10,891440,2020-06-21,1263
Aysen,11,107297,2020-06-21,50
Magallanes,12,178362,2020-06-21,170
Arica y Parinacota,15,252110,2020-06-22,168
Tarapaca,01,382773,2020-06-22,370
Antofagasta,02,691854,2020-06-22,667
Atacama,03,314709,2020-06-22,271
Coquimbo,04,836096,2020-06-22,375
Valparaiso,05,1960170,2020-06-22,1129
Metropolitana,13,8125072,2020-06-22,10013
OHiggins,06,991063,2020-06-22,368
Maule,07,1131939,2020-06-22,761
Nuble,16,511551,2020-06-22,226
Biobio,08,1663696,2020-06-22,2056
Araucania,09,1014343,2020-06-22,571
Los Rios,14,405835,2020-06-22,179
Los Lagos,10,891440,2020-06-22,1401
Aysen,11,107297,2020-06-22,31
Magallanes,12,178362,2020-06-22,59
Arica y Parinacota,15,252110,2020-06-23,126
Tarapaca,01,382773,2020-06-23,334
Antofagasta,02,691854,2020-06-23,568
Atacama,03,314709,2020-06-23,183
Coquimbo,04,836096,2020-06-23,254
Valparaiso,05,1960170,2020-06-23,811
Metropolitana,13,8125072,2020-06-23,7325
OHiggins,06,991063,2020-06-23,391
Maule,07,1131939,2020-06-23,576
Nuble,16,511551,2020-06-23,164
Biobio,08,1663696,2020-06-23,1192
Araucania,09,1014343,2020-06-23,181
Los Rios,14,405835,2020-06-23,169
Los Lagos,10,891440,2020-06-23,273
Aysen,11,107297,2020-06-23,14
Magallanes,12,178362,2020-06-23,146
Arica y Parinacota,15,252110,2020-06-24,115
Tarapaca,01,382773,2020-06-24,318
Antofagasta,02,691854,2020-06-24,558
Atacama,03,314709,2020-06-24,181
Coquimbo,04,836096,2020-06-24,262
Valparaiso,05,1960170,2020-06-24,832
Metropolitana,13,8125072,2020-06-24,6547
OHiggins,06,991063,2020-06-24,468
Maule,07,1131939,2020-06-24,689
Nuble,16,511551,2020-06-24,278
Biobio,08,1663696,2020-06-24,1266
Araucania,09,1014343,2020-06-24,200
Los Rios,14,405835,2020-06-24,138
Los Lagos,10,891440,2020-06-24,562
Aysen,11,107297,2020-06-24,127
Magallanes,12,178362,2020-06-24,34
Arica y Parinacota,15,252110,2020-06-25,213
Tarapaca,01,382773,2020-06-25,384
Antofagasta,02,691854,2020-06-25,735
Atacama,03,314709,2020-06-25,264
Coquimbo,04,836096,2020-06-25,399
Valparaiso,05,1960170,2020-06-25,794
Metropolitana,13,8125072,2020-06-25,9279
OHiggins,06,991063,2020-06-25,420
Maule,07,1131939,2020-06-25,794
Nuble,16,511551,2020-06-25,305
Biobio,08,1663696,2020-06-25,1830
Araucania,09,1014343,2020-06-25,445
Los Rios,14,405835,2020-06-25,235
Los Lagos,10,891440,2020-06-25,1044
Aysen,11,107297,2020-06-25,73
Magallanes,12,178362,2020-06-25,232
Arica y Parinacota,15,252110,2020-06-26,197
Tarapaca,01,382773,2020-06-26,505
Antofagasta,02,691854,2020-06-26,564
Atacama,03,314709,2020-06-26,232
Coquimbo,04,836096,2020-06-26,499
Valparaiso,05,1960170,2020-06-26,1029
Metropolitana,13,8125072,2020-06-26,9508
OHiggins,06,991063,2020-06-26,437
Maule,07,1131939,2020-06-26,853
Nuble,16,511551,2020-06-26,252
Biobio,08,1663696,2020-06-26,1852
Araucania,09,1014343,2020-06-26,530
Los Rios,14,405835,2020-06-26,312
Los Lagos,10,891440,2020-06-26,1309
Aysen,11,107297,2020-06-26,57
Magallanes,12,178362,2020-06-26,113
Arica y Parinacota,15,252110,2020-06-27,211
Tarapaca,01,382773,2020-06-27,349
Antofagasta,02,691854,2020-06-27,709
Atacama,03,314709,2020-06-27,279
Coquimbo,04,836096,2020-06-27,339
Valparaiso,05,1960170,2020-06-27,751
Metropolitana,13,8125072,2020-06-27,9824
OHiggins,06,991063,2020-06-27,347
Maule,07,1131939,2020-06-27,821
Nuble,16,511551,2020-06-27,370
Biobio,08,1663696,2020-06-27,1514
Araucania,09,1014343,2020-06-27,703
Los Rios,14,405835,2020-06-27,234
Los Lagos,10,891440,2020-06-27,1272
Aysen,11,107297,2020-06-27,61
Magallanes,12,178362,2020-06-27,160
Arica y Parinacota,15,252110,2020-06-28,183
Tarapaca,01,382773,2020-06-28,607
Antofagasta,02,691854,2020-06-28,689
Atacama,03,314709,2020-06-28,342
Coquimbo,04,836096,2020-06-28,363
Valparaiso,05,1960170,2020-06-28,853
Metropolitana,13,8125072,2020-06-28,9636
OHiggins,06,991063,2020-06-28,499
Maule,07,1131939,2020-06-28,736
Nuble,16,511551,2020-06-28,305
Biobio,08,1663696,2020-06-28,1979
